ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
112,2461,house_bill,False,referred,,,2011-07-08,"This bill was introduced on July 8, 2011, in a previous session of Congress, but was not enacted.",2011-07-08,{},{},Physician Pathology Services Continuity Act of 2011
112,1704,house_bill,False,referred,,,2011-05-03,"This bill was introduced on May 3, 2011, in a previous session of Congress, but was not enacted.",2011-05-03,{},{},Annual National Classified School Employee of the Year Award Act
112,2466,house_bill,False,referred,,,2011-07-08,"This bill was introduced on July 8, 2011, in a previous session of Congress, but was not enacted.",2011-07-08,{},{},Small Business Efficiency Act of 2011
112,2465,house_bill,False,pass_over_house,,,2011-11-29,"This bill was introduced in a previous session of Congress and was passed by the House on November 29, 2011 but was never passed by the Senate.",2011-07-08,{},{},Federal Workers’ Compensation Modernization and Improvement Act
107,1052,senate_bill,False,pass_over_senate,,,2001-06-29,"This bill was introduced in a previous session of Congress and was passed by the Senate on June 29, 2001 but was never passed by the House.",2001-06-14,{},{},Bipartisan Patient Protection Act
111,4286,house_bill,False,referred,,,2009-12-11,"This bill was introduced on December 11, 2009, in a previous session of Congress, but was not enacted.",2009-12-11,{},{},Restorative Justice in Schools Act of 2009
110,2189,house_bill,False,referred,,,2007-05-07,"This bill was introduced on May 7, 2007, in a previous session of Congress, but was not enacted.",2007-05-07,{},{},Sgt. Jonathan Schulze Military Health Services Improvement Act of 2007
111,16,house_resolution,False,passed_simpleres,,,2009-09-29,"This simple resolution was agreed to on September 29, 2009. That is the end of the legislative process for a simple resolution.",2009-01-06,{},{},Supporting the goals and ideals of National Life Insurance Awareness Month.
111,4287,house_bill,False,referred,,,2009-12-11,"This bill was introduced on December 11, 2009, in a previous session of Congress, but was not enacted.",2009-12-11,{},{},Enhancing Livability for All Americans Act of 2009
110,2183,house_bill,False,referred,,,2007-05-07,"This bill was introduced on May 7, 2007, in a previous session of Congress, but was not enacted.",2007-05-07,{},{},Commonsense Consumption Act of 2007
110,2180,house_bill,False,referred,,,2007-05-03,"This bill was introduced on May 3, 2007, in a previous session of Congress, but was not enacted.",2007-05-03,{},{},For the relief of Adela and Darryl Bailor.
112,1700,house_bill,False,referred,,,2011-05-03,"This bill was introduced on May 3, 2011, in a previous session of Congress, but was not enacted.",2011-05-03,{},{},Medicare Patient Empowerment Act
110,2184,house_bill,False,referred,,,2007-05-07,"This bill was introduced on May 7, 2007, in a previous session of Congress, but was not enacted.",2007-05-07,{},{},"To amend the Medicare Prescription Drug, Improvement, and Modernization Act of 2003 to expand comparative effectiveness research and to increase funding for such research to improve the value of health care."
110,2185,house_bill,False,pass_over_house,,,2007-10-09,"This bill was introduced in a previous session of Congress and was passed by the House on October 9, 2007 but was never passed by the Senate.",2007-05-07,{},{},"To amend the Tropical Forest Conservation Act of 1998 to provide debt relief to developing countries that take action to protect tropical forests and coral reefs and associated coastal marine ecosystems, to reauthorize such Act through fiscal year 2010, and for other purposes."
111,1206,house_resolution,False,passed_simpleres,,,2010-04-13,"This simple resolution was agreed to on April 13, 2010. That is the end of the legislative process for a simple resolution.",2010-03-23,{},{},"Remembering the victims of the attack on the Alfred P. Murrah Federal Building in Oklahoma City, Oklahoma."
111,1207,house_resolution,False,referred,,,2010-03-23,"This resolution was introduced on March 23, 2010, in a previous session of Congress, but was not enacted.",2010-03-23,{},{},"Recognizing the National Museum of World War II Aviation in Colorado Springs, Colorado, as America’s National World War II Aviation Museum."
111,1200,house_resolution,False,referred,,,2010-03-19,"This resolution was introduced on March 19, 2010, in a previous session of Congress, but was not enacted.",2010-03-19,{},{},Expressing support for designation of March as Malignant Hyperthermia Awareness and Training Month.
111,1201,house_resolution,False,referred,,,2010-03-19,"This resolution was introduced on March 19, 2010, in a previous session of Congress, but was not enacted.",2010-03-19,{},{},"Recognizing the 175th anniversary of Old National Bank based in Evansville, Indiana."
112,258,house_resolution,False,referred,,,2011-05-10,"This resolution was introduced on May 10, 2011, in a previous session of Congress, but was not enacted.",2011-05-10,{},{},Honoring and supporting women in the Middle East and North Africa for their bravery and leadership and calling on the United States Government and the international community to recognize their vital role in democracy movements and promote the rights and empowerment of women and girls in the region.
111,1208,house_resolution,False,passed_simpleres,,,2010-04-27,"This simple resolution was agreed to on April 27, 2010. That is the end of the legislative process for a simple resolution.",2010-03-23,{},{},Supporting the goals of World Intellectual Property Day.
111,1209,house_resolution,False,referred,,,2010-03-23,"This resolution was introduced on March 23, 2010, in a previous session of Congress, but was not enacted.",2010-03-23,{},{},Expressing disapproval of the House of Representatives with respect to the Department of Energy’s motion with the Nuclear Regulatory Commission to withdraw the license application for a high-level nuclear waste repository at Yucca Mountain with prejudice.
107,493,house_bill,False,referred,,,2001-02-07,"This bill was introduced on February 7, 2001, in a previous session of Congress, but was not enacted.",2001-02-07,{},{},To amend the Internal Revenue Code of 1986 to allow individuals a refundable credit against income tax for payroll taxes.
111,4344,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},To prohibit the Environmental Protection Agency from obligating any amounts for the regulation of emissions of carbon dioxide.
108,5312,house_bill,False,referred,,,2004-10-08,"This bill was introduced on October 8, 2004, in a previous session of Congress, but was not enacted.",2004-10-08,{},{},Act to Save America’s Forests
107,4777,house_bill,False,referred,,,2002-05-20,"This bill was introduced on May 20, 2002, in a previous session of Congress, but was not enacted.",2002-05-20,{},{},Terrorist Attacks bill
107,4775,house_bill,False,enacted_signed,,,2002-08-02,"This bill was enacted after being signed by the President on August 2, 2002.",2002-05-20,{},{},2002 Supplemental Appropriations Act for Further Recovery From and Response To Terrorist Attacks on the United States
108,2417,house_bill,False,enacted_signed,,,2003-12-13,"This bill was enacted after being signed by the President on December 13, 2003.",2003-06-11,{},{},Intelligence Authorization Act for Fiscal Year 2004
110,729,house_bill,False,referred,,,2007-01-30,"This bill was introduced on January 30, 2007, in a previous session of Congress, but was not enacted.",2007-01-30,{},{},Home Energy Generation Act
108,372,house_concurrent_resolution,False,referred,,,2004-02-26,"This resolution was introduced on February 26, 2004, in a previous session of Congress, but was not enacted.",2004-02-26,{},{},Expressing the sense of Congress with respect to the urgency of cessation of hostilities in the Republic of Haiti.
108,371,house_concurrent_resolution,False,referred,,,2004-02-26,"This resolution was introduced on February 26, 2004, in a previous session of Congress, but was not enacted.",2004-02-26,{},{},Supporting the construction by Israel of a security fence to prevent Palestinian terrorist attacks and condemning the decision by the United Nations General Assembly to request the International Court of Justice to render an opinion on the legality of the security fence.
110,725,house_bill,False,referred,,,2007-01-30,"This bill was introduced on January 30, 2007, in a previous session of Congress, but was not enacted.",2007-01-30,{},{},"Veterans’ Memorials, Boy Scouts, Public Seals, and Other Public Expressions of Religion Protection Act of 2007"
110,727,house_bill,False,enacted_signed,,,2007-05-03,"This bill was enacted after being signed by the President on May 3, 2007.",2007-01-30,{},{},Trauma Care Systems Planning and Development Act of 2007
110,720,house_bill,False,pass_over_house,,,2007-03-09,"This bill was introduced in a previous session of Congress and was passed by the House on March 9, 2007 but was never passed by the Senate.",2007-01-30,{},{},Water Quality Financing Act of 2007
108,378,house_concurrent_resolution,False,pass_over_house,,,2004-05-12,"This resolution was introduced in a previous session of Congress and was passed by the House on May 12, 2004 but was never passed by the Senate.",2004-03-04,{},{},"Calling on the Government of the Socialist Republic of Vietnam to immediately and unconditionally release Father Thaddeus Nguyen Van Ly, and for other purposes."
112,819,house_bill,False,referred,,,2011-02-18,"This bill was introduced on February 18, 2011, in a previous session of Congress, but was not enacted.",2011-02-18,{},{},Government Shutdown Fairness Act
112,114,house_bill,False,referred,,,2011-01-05,"This bill was introduced on January 5, 2011, in a previous session of Congress, but was not enacted.",2011-01-05,{},{},Biennial Budgeting and Appropriations Act of 2011
112,813,house_bill,False,referred,,,2011-02-18,"This bill was introduced on February 18, 2011, in a previous session of Congress, but was not enacted.",2011-02-18,{},{},"To amend title 38, United States Code, to reduce the period of time for which a veteran must be totally disabled before the veteran’s survivors are eligible for the benefits provided by the Secretary of Veterans Affairs for survivors of certain veterans rated totally disabled at time of death."
